Designator,Mid X,Mid Y,Rotation,Layer
_139,153.90468,-92.764868,0.0,top
_138,173.918,-90.6954,0.0,top
_137,190.95668,-143.423,0.0,top
_136,115.85268,-92.764868,0.0,top
_135,98.906,-143.419,0.0,top
_134,192.044,-90.6954,0.0,top
_133,172.930132,-40.947132,0.0,top
_132,97.90132,-66.318132,0.0,top
_131,133.874,-66.406,0.0,top
_130,97.90132,-91.689132,0.0,top
_129,171.93068,-92.681,0.0,top
_128,115.94,-43.0166,0.0,top
_127,97.814,-93.7586,0.0,top
_126,192.944,-119.1296,0.0,top
_125,192.044,-93.7586,0.0,top
_124,96.914,-141.4374,0.0,top
_123,136.95332,-117.144,0.0,top
_122,135.866,-116.0664,0.0,top
_121,155.984,-41.935,0.0,top
_120,134.966,-68.3876,0.0,top
_119,192.944,-90.6954,0.0,top
_118,134.87868,-143.506868,0.0,top
_117,136.95332,-142.515,0.0,top
_116,152.9,-142.519,0.0,top
_115,117.92732,-66.402,0.0,top
_114,134.966,-119.1296,0.0,top
_113,135.95332,-142.431132,0.0,top
_112,134.87868,-67.393868,0.0,top
_111,173.918,-119.1296,0.0,top
_110,174.005868,-67.393868,0.0,top
_109,153.90468,-67.393868,0.0,top
_108,134.878132,-66.318132,0.0,top
_107,190.95668,-118.052,0.0,top
_106,191.956132,-117.060132,0.0,top
_105,98.906,-118.048,0.0,top
_104,135.866,-141.4374,0.0,top
_103,135.866,-65.3244,0.0,top
_102,174.005868,-42.022868,0.0,top
_101,172.930132,-66.318132,0.0,top
_100,116.92732,-91.689132,0.0,top
_99,154.979868,-67.393868,0.0,top
_98,135.953868,-92.764868,0.0,top
_97,192.044,-116.0664,0.0,top
_96,96.826132,-66.318132,0.0,top
_95,117.92732,-117.144,0.0,top
_94,115.94,-68.3876,0.0,top
_93,191.956132,-66.318132,0.0,top
_92,192.944,-116.0664,0.0,top
_91,96.82668,-118.135868,0.0,top
_90,154.892,-65.3244,0.0,top
_89,154.97932,-117.060132,0.0,top
_88,192.044,-141.4374,0.0,top
_87,173.018,-119.1296,0.0,top
_86,114.85268,-67.31,0.0,top
_85,191.95668,-42.022868,0.0,top
_84,171.93068,-41.939,0.0,top
_83,173.918,-93.7586,0.0,top
_82,97.814,-119.1296,0.0,top
_81,153.992,-43.0166,0.0,top
_80,114.85268,-41.939,0.0,top
_79,174.005868,-92.764868,0.0,top
_78,154.979868,-118.135868,0.0,top
_77,154.97932,-66.318132,0.0,top
_76,153.90468,-42.022868,0.0,top
_75,133.874,-142.519,0.0,top
_74,114.848,-117.148,0.0,top
_73,116.92732,-66.318132,0.0,top
_72,192.044,-65.3244,0.0,top
_71,192.044,-43.0166,0.0,top
_70,97.901868,-42.022868,0.0,top
_69,173.018,-68.3876,0.0,top
_68,117.932,-92.677,0.0,top
_67,172.93068,-42.022868,0.0,top
_66,152.90468,-67.31,0.0,top
_65,155.97932,-117.144,0.0,top
_64,97.814,-141.4374,0.0,top
_63,192.944,-141.4374,0.0,top
_62,114.848,-41.035,0.0,top
_61,116.927868,-42.022868,0.0,top
_60,96.82668,-92.764868,0.0,top
_59,155.984,-92.677,0.0,top
_58,191.956132,-91.689132,0.0,top
_57,97.90132,-142.431132,0.0,top
_56,115.94,-141.4374,0.0,top
_55,191.95668,-92.764868,0.0,top
_54,192.044,-119.1296,0.0,top
_53,96.914,-68.3876,0.0,top
_52,174.00532,-40.947132,0.0,top
_51,193.03132,-66.318132,0.0,top
_50,136.958,-92.677,0.0,top
_49,171.93068,-143.423,0.0,top
_48,97.814,-68.3876,0.0,top
_47,116.84,-141.4374,0.0,top
_46,152.9,-117.148,0.0,top
_45,98.90132,-91.773,0.0,top
_44,116.927868,-143.506868,0.0,top
_43,96.826132,-91.689132,0.0,top
_42,153.992,-90.6954,0.0,top
_41,116.84,-65.3244,0.0,top
_40,96.914,-93.7586,0.0,top
_39,190.95668,-41.939,0.0,top
_38,97.901868,-67.393868,0.0,top
_37,116.927868,-118.135868,0.0,top
_36,134.966,-43.0166,0.0,top
_35,114.848,-66.406,0.0,top
_34,134.878132,-91.689132,0.0,top
_33,153.904132,-40.947132,0.0,top
_32,174.005868,-118.135868,0.0,top
_31,136.958,-67.306,0.0,top
_30,134.966,-141.4374,0.0,top
_29,154.892,-119.1296,0.0,top
_28,134.966,-90.6954,0.0,top
_27,192.944,-43.0166,0.0,top
_26,134.966,-116.0664,0.0,top
_25,175.00532,-41.031,0.0,top
_24,173.018,-90.6954,0.0,top
_23,192.944,-93.7586,0.0,top
_22,96.914,-65.3244,0.0,top
_21,171.93068,-67.31,0.0,top
_20,116.84,-93.7586,0.0,top
_19,152.90468,-118.052,0.0,top
_18,134.87868,-42.022868,0.0,top
_17,133.87868,-92.681,0.0,top
_16,115.94,-119.1296,0.0,top
_15,97.814,-43.0166,0.0,top
_14,153.992,-68.3876,0.0,top
_13,173.918,-116.0664,0.0,top
_12,173.018,-116.0664,0.0,top
_11,173.018,-65.3244,0.0,top
_10,191.956132,-142.431132,0.0,top
_9,133.874,-91.777,0.0,top
_8,152.90468,-41.939,0.0,top
_7,136.95332,-91.773,0.0,top
_6,96.914,-116.0664,0.0,top
_5,115.85268,-42.022868,0.0,top
_4,136.958,-41.935,0.0,top
_3,152.9,-66.406,0.0,top
_2,190.952,-41.035,0.0,top
,152.90468,-143.423,0.0,top
1_8,98.906,-144.319,270.0,top
1_7,190.95668,-144.323,270.0,top
1_6,190.952,-40.135,90.0,top
1_5,98.90132,-40.131,90.0,top
1_4,96.014,-43.0166,180.0,top
1_3,96.014,-141.4374,180.0,top
1_2,193.844,-141.4374,0.0,top
1,193.844,-43.0166,0.0,top
2_8,98.906,-145.219,270.0,top
2_7,190.95668,-145.223,270.0,top
2_6,190.952,-39.235,90.0,top
2_5,98.90132,-39.231,90.0,top
2_4,95.114,-43.0166,180.0,top
2_3,95.114,-141.4374,180.0,top
2_2,194.744,-141.4374,0.0,top
2,194.744,-43.0166,0.0,top
3_8,98.906,-146.119,270.0,top
3_7,190.95668,-146.123,270.0,top
3_6,190.952,-38.335,90.0,top
3_5,98.90132,-38.331,90.0,top
3_4,94.214,-43.0166,180.0,top
3_3,94.214,-141.4374,180.0,top
3_2,195.644,-141.4374,0.0,top
3,195.644,-43.0166,0.0,top
4_8,98.906,-147.019,270.0,top
4_7,190.95668,-147.023,270.0,top
4_6,190.952,-37.435,90.0,top
4_5,98.90132,-37.431,90.0,top
4_4,93.314,-43.0166,180.0,top
4_3,93.314,-141.4374,180.0,top
4_2,196.544,-141.4374,0.0,top
4,196.544,-43.0166,0.0,top
5_8,98.906,-147.919,270.0,top
5_7,190.95668,-147.923,270.0,top
5_6,190.952,-36.535,90.0,top
5_5,98.90132,-36.531,90.0,top
5_4,92.414,-43.0166,180.0,top
5_3,92.414,-141.4374,180.0,top
5_2,197.444,-141.4374,0.0,top
5,197.444,-43.0166,0.0,top
C1_20,160.78,-83.603,180.0,top
C1_19,141.754,-134.345,180.0,top
C1_18,179.806,-58.232,180.0,top
C1_17,141.754,-83.603,180.0,top
C1_16,122.728,-83.603,180.0,top
C1_15,141.754,-58.232,180.0,top
C1_14,103.702,-108.974,180.0,top
C1_13,122.728,-108.974,180.0,top
C1_12,103.702,-58.232,180.0,top
C1_11,122.728,-134.345,180.0,top
C1_10,160.78,-134.345,180.0,top
C1_9,160.78,-108.974,180.0,top
C1_8,179.806,-134.345,180.0,top
C1_7,103.702,-83.603,180.0,top
C1_6,103.702,-134.345,180.0,top
C1_5,141.754,-108.974,180.0,top
C1_4,160.78,-58.232,180.0,top
C1_3,122.728,-58.232,180.0,top
C1_2,179.806,-108.974,180.0,top
C1,179.806,-83.603,180.0,top
C10_20,157.859,-76.237,270.0,top
C10_19,176.885,-126.979,270.0,top
C10_18,157.859,-126.979,270.0,top
C10_17,100.781,-76.237,270.0,top
C10_16,157.859,-101.608,270.0,top
C10_15,119.807,-126.979,270.0,top
C10_14,176.885,-76.237,270.0,top
C10_13,176.885,-101.608,270.0,top
C10_12,119.807,-101.608,270.0,top
C10_11,100.781,-50.866,270.0,top
C10_10,100.781,-126.979,270.0,top
C10_9,119.807,-50.866,270.0,top
C10_8,100.781,-101.608,270.0,top
C10_7,176.885,-50.866,270.0,top
C10_6,119.807,-76.237,270.0,top
C10_5,138.833,-50.866,270.0,top
C10_4,138.833,-126.979,270.0,top
C10_3,138.833,-76.237,270.0,top
C10_2,157.859,-50.866,270.0,top
C10,138.833,-101.608,270.0,top
C11_20,162.431,-96.909,180.0,top
C11_19,181.457,-122.28,180.0,top
C11_18,105.353,-96.909,180.0,top
C11_17,105.353,-122.28,180.0,top
C11_16,143.405,-46.167,180.0,top
C11_15,143.405,-122.28,180.0,top
C11_14,181.457,-96.909,180.0,top
C11_13,105.353,-71.538,180.0,top
C11_12,124.379,-122.28,180.0,top
C11_11,105.353,-46.167,180.0,top
C11_10,124.379,-46.167,180.0,top
C11_9,162.431,-46.167,180.0,top
C11_8,143.405,-71.538,180.0,top
C11_7,181.457,-46.167,180.0,top
C11_6,181.457,-71.538,180.0,top
C11_5,124.379,-96.909,180.0,top
C11_4,162.431,-122.28,180.0,top
C11_3,143.405,-96.909,180.0,top
C11_2,162.431,-71.538,180.0,top
C11,124.379,-71.538,180.0,top
C12_20,138.833,-48.961,270.0,top
C12_19,176.885,-99.703,270.0,top
C12_18,138.833,-74.332,270.0,top
C12_17,100.781,-48.961,270.0,top
C12_16,157.859,-48.961,270.0,top
C12_15,100.781,-74.332,270.0,top
C12_14,138.833,-99.703,270.0,top
C12_13,119.807,-74.332,270.0,top
C12_12,138.833,-125.074,270.0,top
C12_11,157.859,-74.332,270.0,top
C12_10,119.807,-48.961,270.0,top
C12_9,176.885,-48.961,270.0,top
C12_8,119.807,-99.703,270.0,top
C12_7,157.859,-125.074,270.0,top
C12_6,119.807,-125.074,270.0,top
C12_5,100.781,-125.074,270.0,top
C12_4,176.885,-74.332,270.0,top
C12_3,100.781,-99.703,270.0,top
C12_2,157.859,-99.703,270.0,top
C12,176.885,-125.074,270.0,top
C13_20,164.846669,-111.1985,180.0,top
C13_19,126.794669,-60.4565,180.0,top
C13_18,107.768669,-136.5695,180.0,top
C13_17,145.820669,-60.4565,180.0,top
C13_16,107.768669,-85.8275,180.0,top
C13_15,126.794669,-85.8275,180.0,top
C13_14,126.794669,-136.5695,180.0,top
C13_13,107.768669,-60.4565,180.0,top
C13_12,183.872669,-111.1985,180.0,top
C13_11,107.768669,-111.1985,180.0,top
C13_10,126.794669,-111.1985,180.0,top
C13_9,164.846669,-60.4565,180.0,top
C13_8,145.820669,-136.5695,180.0,top
C13_7,183.872669,-136.5695,180.0,top
C13_6,183.872669,-85.8275,180.0,top
C13_5,145.820669,-111.1985,180.0,top
C13_4,164.846669,-136.5695,180.0,top
C13_3,164.846669,-85.8275,180.0,top
C13_2,183.872669,-60.4565,180.0,top
C13,145.820669,-85.8275,180.0,top
C14_20,104.105,-63.323,180.0,top
C14_19,161.183,-114.065,180.0,top
C14_18,104.105,-139.436,180.0,top
C14_17,180.209,-139.436,180.0,top
C14_16,161.183,-63.323,180.0,top
C14_15,142.157,-88.694,180.0,top
C14_14,142.157,-63.323,180.0,top
C14_13,123.131,-63.323,180.0,top
C14_12,104.105,-114.065,180.0,top
C14_11,104.105,-88.694,180.0,top
C14_10,123.131,-139.436,180.0,top
C14_9,123.131,-114.065,180.0,top
C14_8,180.209,-63.323,180.0,top
C14_7,161.183,-139.436,180.0,top
C14_6,161.183,-88.694,180.0,top
C14_5,142.157,-139.436,180.0,top
C14_4,180.209,-88.694,180.0,top
C14_3,123.131,-88.694,180.0,top
C14_2,180.209,-114.065,180.0,top
C14,142.157,-114.065,180.0,top
C15_20,150.546,-138.956,270.0,top
C15_19,188.598,-88.214,270.0,top
C15_18,169.572,-88.214,270.0,top
C15_17,169.572,-138.956,270.0,top
C15_16,169.572,-62.843,270.0,top
C15_15,112.494,-138.956,270.0,top
C15_14,150.546,-113.585,270.0,top
C15_13,112.494,-113.585,270.0,top
C15_12,131.52,-113.585,270.0,top
C15_11,131.52,-62.843,270.0,top
C15_10,112.494,-88.214,270.0,top
C15_9,188.598,-138.956,270.0,top
C15_8,131.52,-88.214,270.0,top
C15_7,169.572,-113.585,270.0,top
C15_6,188.598,-113.585,270.0,top
C15_5,150.546,-62.843,270.0,top
C15_4,112.494,-62.843,270.0,top
C15_3,150.546,-88.214,270.0,top
C15_2,188.598,-62.843,270.0,top
C15,131.52,-138.956,270.0,top
C16_20,129.67,-60.345,270.0,top
C16_19,110.644,-136.458,270.0,top
C16_18,148.696,-85.716,270.0,top
C16_17,186.748,-136.458,270.0,top
C16_16,129.67,-85.716,270.0,top
C16_15,167.722,-111.087,270.0,top
C16_14,167.722,-136.458,270.0,top
C16_13,148.696,-136.458,270.0,top
C16_12,129.67,-111.087,270.0,top
C16_11,186.748,-60.345,270.0,top
C16_10,110.644,-60.345,270.0,top
C16_9,167.722,-60.345,270.0,top
C16_8,186.748,-111.087,270.0,top
C16_7,129.67,-136.458,270.0,top
C16_6,148.696,-111.087,270.0,top
C16_5,110.644,-85.716,270.0,top
C16_4,148.696,-60.345,270.0,top
C16_3,186.748,-85.716,270.0,top
C16_2,110.644,-111.087,270.0,top
C16,167.722,-85.716,270.0,top
C17_20,107.768669,-114.065,180.0,top
C17_19,164.846669,-88.694,180.0,top
C17_18,145.820669,-139.436,180.0,top
C17_17,183.872669,-114.065,180.0,top
C17_16,145.820669,-63.323,180.0,top
C17_15,107.768669,-63.323,180.0,top
C17_14,183.872669,-139.436,180.0,top
C17_13,164.846669,-114.065,180.0,top
C17_12,183.872669,-63.323,180.0,top
C17_11,126.794669,-139.436,180.0,top
C17_10,164.846669,-139.436,180.0,top
C17_9,126.794669,-63.323,180.0,top
C17_8,145.820669,-114.065,180.0,top
C17_7,145.820669,-88.694,180.0,top
C17_6,126.794669,-88.694,180.0,top
C17_5,107.768669,-88.694,180.0,top
C17_4,164.846669,-63.323,180.0,top
C17_3,183.872669,-88.694,180.0,top
C17_2,126.794669,-114.065,180.0,top
C17,107.768669,-139.436,180.0,top
C2_20,186.029,-134.472,180.0,top
C2_19,167.003,-83.73,180.0,top
C2_18,167.003,-134.472,180.0,top
C2_17,109.925,-134.472,180.0,top
C2_16,167.003,-58.359,180.0,top
C2_15,128.951,-109.101,180.0,top
C2_14,147.977,-109.101,180.0,top
C2_13,186.029,-83.73,180.0,top
C2_12,167.003,-109.101,180.0,top
C2_11,186.029,-58.359,180.0,top
C2_10,128.951,-58.359,180.0,top
C2_9,186.029,-109.101,180.0,top
C2_8,109.925,-58.359,180.0,top
C2_7,109.925,-109.101,180.0,top
C2_6,147.977,-134.472,180.0,top
C2_5,147.977,-58.359,180.0,top
C2_4,128.951,-83.73,180.0,top
C2_3,147.977,-83.73,180.0,top
C2_2,109.925,-83.73,180.0,top
C2,128.951,-134.472,180.0,top
C3_20,112.973,-103.259,270.0,top
C3_19,189.077,-77.888,270.0,top
C3_18,189.077,-103.259,270.0,top
C3_17,151.025,-128.63,270.0,top
C3_16,112.973,-77.888,270.0,top
C3_15,112.973,-52.517,270.0,top
C3_14,189.077,-128.63,270.0,top
C3_13,151.025,-77.888,270.0,top
C3_12,189.077,-52.517,270.0,top
C3_11,131.999,-77.888,270.0,top
C3_10,170.051,-77.888,270.0,top
C3_9,170.051,-103.259,270.0,top
C3_8,170.051,-128.63,270.0,top
C3_7,131.999,-128.63,270.0,top
C3_6,131.999,-103.259,270.0,top
C3_5,170.051,-52.517,270.0,top
C3_4,131.999,-52.517,270.0,top
C3_3,112.973,-128.63,270.0,top
C3_2,151.025,-103.259,270.0,top
C3,151.025,-52.517,270.0,top
C4_20,167.13,-46.167,180.0,top
C4_19,148.104,-122.28,180.0,top
C4_18,167.13,-96.909,180.0,top
