Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R6,10K0,R0402,95.363,-114.074,90.0,top
R6,10K0,R0402,95.363,-139.445,90.0,top
R6,10K0,R0402,95.363,-88.703,90.0,top
R7,10K0,R0402,100.212,-65.11,-90.0,top
R7,10K0,R0402,100.212,-115.852,-90.0,top
R7,10K0,R0402,100.212,-90.481,-90.0,top
R7,10K0,R0402,100.212,-141.223,-90.0,top
R8,100K,R0402,106.937,-89.072,-90.0,top
R8,100K,R0402,106.937,-139.814,-90.0,top
R8,100K,R0402,106.937,-63.701,-90.0,top
R8,100K,R0402,106.937,-114.443,-90.0,top
R9,100K,R0402,106.012,-139.814,-90.0,top
R9,100K,R0402,106.012,-114.443,-90.0,top
R9,100K,R0402,106.012,-89.072,-90.0,top
R9,100K,R0402,106.012,-63.701,-90.0,top
U1,HEEPocrates,HEEPocrates,101.32,-55.619,90.0,top
U1,HEEPocrates,HEEPocrates,101.32,-131.732,90.0,top
U1,HEEPocrates,HEEPocrates,101.32,-106.361,90.0,top
U1,HEEPocrates,HEEPocrates,101.32,-80.99,90.0,top
U10,TPS22916CYFPR,DSBGA-4_0.74x0.74mm,142.970581,-56.633961,0.0,top
U10,TPS22916CYFPR,DSBGA-4_0.74x0.74mm,142.970581,-110.140561,0.0,top
U10,TPS22916CYFPR,DSBGA-4_0.74x0.74mm,142.970581,-83.387261,0.0,top
U10,TPS22916CYFPR,DSBGA-4_0.74x0.74mm,142.970581,-136.910342,0.0,top
U11,TPS7A9401DSCR,WSON-10-3.15x3.15mm,145.901303,-57.702361,90.0,top
U11,TPS7A9401DSCR,WSON-10-3.15x3.15mm,145.901303,-84.455661,90.0,top
U11,TPS7A9401DSCR,WSON-10-3.15x3.15mm,145.901303,-137.978742,90.0,top
U11,TPS7A9401DSCR,WSON-10-3.15x3.15mm,145.901303,-111.208961,90.0,top
U12,TMUX1104DQAR,USON-10_1x2.5mm,142.598059,-129.740103,270.0,bottom
U12,TMUX1104DQAR,USON-10_1x2.5mm,142.598059,-76.217022,270.0,bottom
U12,TMUX1104DQAR,USON-10_1x2.5mm,142.598059,-102.970322,270.0,bottom
U12,TMUX1104DQAR,USON-10_1x2.5mm,142.598059,-49.463722,270.0,bottom
U13,LTC6255IDC#TRMPBF,SOT_23_6,147.785581,-107.011322,180.0,bottom
U13,LTC6255IDC#TRMPBF,SOT_23_6,147.785581,-80.258022,180.0,bottom
U13,LTC6255IDC#TRMPBF,SOT_23_6,147.785581,-53.504722,180.0,bottom
U13,LTC6255IDC#TRMPBF,SOT_23_6,147.785581,-133.781103,180.0,bottom
U14,OPA310SIDBVR,SOT_23_5_SHDN,139.935581,-83.9653,0.0,top
U14,OPA310SIDBVR,SOT_23_5_SHDN,139.935581,-137.488381,0.0,top
U14,OPA310SIDBVR,SOT_23_5_SHDN,139.935581,-110.7186,0.0,top
U14,OPA310SIDBVR,SOT_23_5_SHDN,139.935581,-57.212,0.0,top
U15,OPA333AIDBVR,SOT_23_5_SHDN,139.935581,-115.9162,0.0,top
U15,OPA333AIDBVR,SOT_23_5_SHDN,139.935581,-89.1629,0.0,top
U15,OPA333AIDBVR,SOT_23_5_SHDN,139.935581,-142.685981,0.0,top
U15,OPA333AIDBVR,SOT_23_5_SHDN,139.935581,-62.4096,0.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-80.715666,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-50.986,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-95.580499,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-140.174998,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-65.850833,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-125.310165,90.0,top
U16,MX25U12832FZNI02-TR,8-WSON_DUAL_(6x5mm)_8x6mn,161.329162,-110.445332,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-95.580499,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-50.986,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-65.850833,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-110.445332,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-140.174998,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-125.310165,90.0,top
U17,MX25U25643GZ4I00-T,8-WSON_DUAL_6x5mm_(8x6mn),167.979162,-80.715666,90.0,top
U2,W25Q128JWYIQ,WLCSP-21,97.803,-64.217,180.0,top
U2,W25Q128JWYIQ,WLCSP-21,97.803,-89.588,180.0,top
U2,W25Q128JWYIQ,WLCSP-21,97.803,-140.33,180.0,top
U2,W25Q128JWYIQ,WLCSP-21,97.803,-114.959,180.0,top
U3,~,X2SON-8,105.619,-91.57,-90.0,top
U3,~,X2SON-8,105.619,-66.199,-90.0,top
U3,~,X2SON-8,105.619,-142.312,-90.0,top
U3,~,X2SON-8,105.619,-116.941,-90.0,top
U4,~,X2SON-8,102.211669,-65.361,180.0,top
U4,~,X2SON-8,102.211669,-90.732,180.0,top
U4,~,X2SON-8,102.211669,-141.474,180.0,top
U4,~,X2SON-8,102.211669,-116.103,180.0,top
U5,~,X2SON-6,103.944,-114.443,-90.0,top
U5,~,X2SON-6,103.944,-139.814,-90.0,top
U5,~,X2SON-6,103.944,-63.701,-90.0,top
U5,~,X2SON-6,103.944,-89.072,-90.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-112.7719,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-98.2098,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-54.5235,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-69.0856,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-141.8961,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-127.334,0.0,top
U6,MAX17262REWL+T,WLCSP-9_1.468x1.448mm_P0.4mm,117.798,-83.6477,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-50.7985,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-94.4848,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-123.609,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-65.3606,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-109.0469,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-138.1711,0.0,top
U7,MAX77654MENV+T,WLCSP-30_2.788x2.338mm_P0.4mm,122.098,-79.9227,0.0,top
U8,ADS8860IDRCT,VSON-10_3x3mm_P0.5,139.915581,-134.811103,0.0,bottom
U8,ADS8860IDRCT,VSON-10_3x3mm_P0.5,139.915581,-108.041322,0.0,bottom
U8,ADS8860IDRCT,VSON-10_3x3mm_P0.5,139.915581,-81.288022,0.0,bottom
U8,ADS8860IDRCT,VSON-10_3x3mm_P0.5,139.915581,-54.534722,0.0,bottom
U9,REF35250YBHR,DSBGA-4_1.085x0.870mm,142.970581,-88.6415,90.0,top
U9,REF35250YBHR,DSBGA-4_1.085x0.870mm,142.970581,-142.164581,90.0,top
U9,REF35250YBHR,DSBGA-4_1.085x0.870mm,142.970581,-61.8882,90.0,top
U9,REF35250YBHR,DSBGA-4_1.085x0.870mm,142.970581,-115.3948,90.0,top
