Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2",C0402,2,100n 10V,GRM155R71A104JA01D
J1,Memory_Board_Castellated_Conn_1.27mm,1,~,
"R1, R2, R3, R4, R5, R7, R8",R0402,7,10K0,
U1,8-WSON_DUAL_(6x5mm)_8x6mn,1,MX25U12832FZNI02-TR, MX25U12832FZNI02-TR 
U2,8-WSON_DUAL_6x5mm_(8x6mn),1,MX25U25643GZ4I00-T, MX25U25643GZ4I00-T 
